"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Mar 29 15:54:33 WIB 2023","Wed Mar 29 15:54:33 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Given I am on the login page ""http://103.184.181.9/pkb""",""
"skipped","Fri Mar 31 20:44:57 WIB 2023","Fri Mar 31 20:44:57 WIB 2023","0","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"broken","Fri Mar 31 22:25:35 WIB 2023","Fri Mar 31 22:25:35 WIB 2023","1","","form page: test chai form","","","","Then I click button print",""
"passed","Fri Mar 31 19:47:17 WIB 2023","Fri Mar 31 19:47:20 WIB 2023","3120","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Wed Mar 29 17:21:47 WIB 2023","Wed Mar 29 17:21:47 WIB 2023","0","","Home Page: Home page area","","","","",""
"passed","Fri Mar 31 20:46:20 WIB 2023","Fri Mar 31 20:46:20 WIB 2023","67","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Mon Apr 03 06:11:20 WIB 2023","Mon Apr 03 06:11:22 WIB 2023","1154","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"passed","Mon Apr 03 05:34:04 WIB 2023","Mon Apr 03 05:34:09 WIB 2023","5455","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform create user search for api /api/users/2, and input Tia Wicaksono Programmer",""
"passed","Sun Apr 02 08:28:39 WIB 2023","Sun Apr 02 08:28:42 WIB 2023","3062","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 2",""
"skipped","Mon Apr 03 07:47:40 WIB 2023","Mon Apr 03 07:47:40 WIB 2023","1","","form page: test chai form","","","","Then I click submit button",""
"passed","Fri Mar 31 20:37:10 WIB 2023","Fri Mar 31 20:37:10 WIB 2023","2","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Fri Mar 31 22:26:29 WIB 2023","Fri Mar 31 22:26:29 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 05:54:02 WIB 2023","Sun Apr 02 05:54:02 WIB 2023","32","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 05:59:44 WIB 2023","Sun Apr 02 05:59:44 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 05:57:05 WIB 2023","Sun Apr 02 05:57:05 WIB 2023","2","","form page: test chai form","","","","",""
"broken","Mon Apr 03 06:02:17 WIB 2023","Mon Apr 03 06:02:17 WIB 2023","17","","form page: test chai form","","","","And I select jenis_kendaraan 4",""
"broken","Fri Mar 31 19:08:07 WIB 2023","Fri Mar 31 19:08:07 WIB 2023","1","","form page: test chai form","","","","And I select jenis_kendaraan 0",""
"passed","Mon Apr 03 05:20:24 WIB 2023","Mon Apr 03 05:20:24 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Sun Apr 02 06:17:26 WIB 2023","Sun Apr 02 06:17:26 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Wed Mar 29 17:21:04 WIB 2023","Wed Mar 29 17:21:04 WIB 2023","1","","Home Page: Home page area","","","","",""
"passed","Sun Apr 02 08:31:58 WIB 2023","Sun Apr 02 08:31:58 WIB 2023","31","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 08:28:42 WIB 2023","Sun Apr 02 08:28:47 WIB 2023","5058","","form page: test chai form","","","","Then I click submit button",""
"passed","Fri Mar 31 20:37:10 WIB 2023","Fri Mar 31 20:37:20 WIB 2023","10065","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Fri Mar 31 20:54:15 WIB 2023","Fri Mar 31 20:54:15 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Fri Mar 31 19:40:31 WIB 2023","Fri Mar 31 19:40:31 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"passed","Sun Apr 02 08:40:54 WIB 2023","Sun Apr 02 08:40:54 WIB 2023","31","","form page: test chai form","","","","And I select jenis_kendaraan 0",""
"skipped","Fri Mar 31 19:11:55 WIB 2023","Fri Mar 31 19:11:55 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 22:33:31 WIB 2023","Fri Mar 31 22:33:31 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Wed Mar 29 17:35:15 WIB 2023","Wed Mar 29 17:35:15 WIB 2023","1","","login page: input username password","","","","",""
"passed","Fri Mar 31 20:51:06 WIB 2023","Fri Mar 31 20:51:06 WIB 2023","3","","form page: test chai form","","","","Then I click submit button",""
"unknown","Sun Apr 02 06:32:20 WIB 2023","Sun Apr 02 06:32:20 WIB 2023","26","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 3",""
"broken","Wed Mar 29 17:03:31 WIB 2023","Wed Mar 29 17:03:31 WIB 2023","0","","login page: home page","","","","Then I should see a header with text Welcome to the-internet",""
"skipped","Wed Mar 29 15:47:33 WIB 2023","Wed Mar 29 15:47:33 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","When I login with tia and tia",""
"skipped","Fri Mar 31 20:47:38 WIB 2023","Fri Mar 31 20:47:38 WIB 2023","0","","form page: test chai form","","","","Then I click submit button",""
"passed","Mon Apr 03 06:12:49 WIB 2023","Mon Apr 03 06:12:51 WIB 2023","1340","","Test End to End User from resttest: Validate End to End Get Single User","","","","Given I am on page  http://resttesttest.com/",""
"broken","Mon Apr 03 06:02:44 WIB 2023","Mon Apr 03 06:02:44 WIB 2023","16","","form page: test chai form","","","","And I select jenis_kendaraan 4",""
"passed","Fri Mar 31 22:25:05 WIB 2023","Fri Mar 31 22:25:35 WIB 2023","30073","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Wed Mar 29 15:54:33 WIB 2023","Wed Mar 29 15:54:33 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"passed","Tue Apr 04 09:44:17 WIB 2023","Tue Apr 04 09:44:22 WIB 2023","5192","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"passed","Mon Apr 03 06:07:15 WIB 2023","Mon Apr 03 06:07:15 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 20:16:16 WIB 2023","Fri Mar 31 20:16:16 WIB 2023","14","","form page: test chai form","","","","And I click submit button",""
"passed","Sun Apr 02 08:41:19 WIB 2023","Sun Apr 02 08:41:23 WIB 2023","3062","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Sun Apr 02 06:13:11 WIB 2023","Sun Apr 02 06:13:16 WIB 2023","5040","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 3",""
"passed","Wed Mar 29 15:49:28 WIB 2023","Wed Mar 29 15:49:28 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","",""
"skipped","Fri Mar 31 19:37:15 WIB 2023","Fri Mar 31 19:37:15 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"passed","Wed Mar 29 17:13:22 WIB 2023","Wed Mar 29 17:13:22 WIB 2023","1","","Home Page: Home page area","","","","",""
"passed","Fri Mar 31 19:27:33 WIB 2023","Fri Mar 31 19:27:35 WIB 2023","2247","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"skipped","Mon Apr 03 06:02:17 WIB 2023","Mon Apr 03 06:02:17 WIB 2023","0","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Sun Apr 02 17:54:37 WIB 2023","Sun Apr 02 17:54:43 WIB 2023","5172","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"skipped","Fri Mar 31 20:47:38 WIB 2023","Fri Mar 31 20:47:38 WIB 2023","1","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Fri Mar 31 22:29:42 WIB 2023","Fri Mar 31 22:29:42 WIB 2023","174","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 06:35:46 WIB 2023","Sun Apr 02 06:35:46 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Fri Mar 31 19:31:54 WIB 2023","Fri Mar 31 19:31:54 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"passed","Fri Mar 31 20:53:01 WIB 2023","Fri Mar 31 20:53:01 WIB 2023","34","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Fri Mar 31 20:42:09 WIB 2023","Fri Mar 31 20:42:19 WIB 2023","10297","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 17:57:03 WIB 2023","Sun Apr 02 17:57:03 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 20:26:23 WIB 2023","Fri Mar 31 20:26:23 WIB 2023","2","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"unknown","Sun Apr 02 05:59:47 WIB 2023","Sun Apr 02 05:59:51 WIB 2023","4217","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 2",""
"broken","Wed Mar 29 17:03:31 WIB 2023","Wed Mar 29 17:03:31 WIB 2023","0","","login page: home page","","","","Given I am on the login page https://the-internet.herokuapp.com/",""
"passed","Sun Apr 02 06:41:22 WIB 2023","Sun Apr 02 06:41:23 WIB 2023","174","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 08:34:52 WIB 2023","Fri Mar 31 08:34:52 WIB 2023","0","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","",""
"passed","Sun Apr 02 08:31:58 WIB 2023","Sun Apr 02 08:31:58 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 06:43:11 WIB 2023","Sun Apr 02 06:43:11 WIB 2023","29","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Fri Mar 31 19:25:37 WIB 2023","Fri Mar 31 19:25:42 WIB 2023","4906","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 17:58:10 WIB 2023","Sun Apr 02 17:58:10 WIB 2023","51","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the search result",""
"passed","Fri Mar 31 20:25:00 WIB 2023","Fri Mar 31 20:25:00 WIB 2023","2","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"skipped","Fri Mar 31 19:37:15 WIB 2023","Fri Mar 31 19:37:15 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"broken","Wed Mar 29 15:49:28 WIB 2023","Wed Mar 29 15:49:28 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Given I am on the login page ""http://103.184.181.9/pkb""",""
"skipped","Wed Mar 29 15:59:31 WIB 2023","Wed Mar 29 15:59:31 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","When I login with admin and 67b70299781c57297aad37539c02d5c7!",""
"passed","Fri Mar 31 20:44:54 WIB 2023","Fri Mar 31 20:44:57 WIB 2023","3212","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Fri Mar 31 22:37:13 WIB 2023","Fri Mar 31 22:37:43 WIB 2023","30102","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Sun Apr 02 08:27:03 WIB 2023","Sun Apr 02 08:27:08 WIB 2023","5045","","form page: test chai form","","","","Then I click submit button",""
"skipped","Fri Mar 31 19:25:09 WIB 2023","Fri Mar 31 19:25:09 WIB 2023","0","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 0",""
"skipped","Sun Apr 02 06:15:48 WIB 2023","Sun Apr 02 06:15:48 WIB 2023","1","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"unknown","Fri Mar 31 19:22:55 WIB 2023","Fri Mar 31 19:22:55 WIB 2023","120","","form page: test chai form","","","","When I enter no_uji AJ 011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 20:53:02 WIB 2023","Fri Mar 31 20:53:02 WIB 2023","3","","form page: test chai form","","","","Then I click submit button",""
"passed","Fri Mar 31 19:37:50 WIB 2023","Fri Mar 31 19:37:52 WIB 2023","2526","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Fri Mar 31 22:31:42 WIB 2023","Fri Mar 31 22:31:42 WIB 2023","0","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:02:49 WIB 2023","Sun Apr 02 06:02:50 WIB 2023","1030","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 2",""
"passed","Wed Mar 29 17:28:49 WIB 2023","Wed Mar 29 17:28:49 WIB 2023","0","","login page: input username password","","","","",""
"passed","Sun Apr 02 17:16:34 WIB 2023","Sun Apr 02 17:16:34 WIB 2023","2","","form page: test chai form","","","","",""
"passed","Wed Mar 29 17:19:06 WIB 2023","Wed Mar 29 17:19:06 WIB 2023","297","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","Given I am on the login page",""
"skipped","Mon Apr 03 06:12:51 WIB 2023","Mon Apr 03 06:12:51 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make POST /api/users API call, and input Tia Wicaksono and Programmer",""
"passed","Sun Apr 02 06:02:49 WIB 2023","Sun Apr 02 06:02:49 WIB 2023","172","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Fri Mar 31 08:58:07 WIB 2023","Fri Mar 31 08:58:11 WIB 2023","3848","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"broken","Wed Mar 29 15:50:52 WIB 2023","Wed Mar 29 15:50:52 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Then I click submit button",""
"passed","Fri Mar 31 22:38:46 WIB 2023","Fri Mar 31 22:38:46 WIB 2023","4","","form page: test chai form","","","","Then I click submit button",""
"passed","Tue Apr 04 09:44:29 WIB 2023","Tue Apr 04 09:44:29 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 19:52:46 WIB 2023","Fri Mar 31 19:52:46 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 20:55:15 WIB 2023","Fri Mar 31 20:55:17 WIB 2023","2158","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Mon Apr 03 05:35:18 WIB 2023","Mon Apr 03 05:35:18 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"broken","Fri Mar 31 20:01:59 WIB 2023","Fri Mar 31 20:01:59 WIB 2023","8","","form page: test chai form","","","","And I click submit button",""
"skipped","Wed Mar 29 16:19:26 WIB 2023","Wed Mar 29 16:19:26 WIB 2023","0","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","When I login with admin and 67b70299781c57297aad37539c02d5c7!",""
"skipped","Fri Mar 31 19:08:07 WIB 2023","Fri Mar 31 19:08:07 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"passed","Sun Apr 02 17:29:47 WIB 2023","Sun Apr 02 17:29:47 WIB 2023","133","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make GET /api/users/2 API call",""
"passed","Sun Apr 02 06:27:04 WIB 2023","Sun Apr 02 06:27:04 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Sun Apr 02 06:32:20 WIB 2023","Sun Apr 02 06:32:20 WIB 2023","0","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Fri Mar 31 08:48:47 WIB 2023","Fri Mar 31 08:48:47 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 17:29:12 WIB 2023","Sun Apr 02 17:29:12 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Mon Apr 03 06:07:15 WIB 2023","Mon Apr 03 06:07:15 WIB 2023","64","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the search result",""
"passed","Fri Mar 31 20:09:45 WIB 2023","Fri Mar 31 20:09:45 WIB 2023","1","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 06:11:35 WIB 2023","Sun Apr 02 06:11:35 WIB 2023","1","","form page: test chai form","","","","",""
"broken","Wed Mar 29 17:21:47 WIB 2023","Wed Mar 29 17:21:47 WIB 2023","0","","Home Page: Home page area","","","","Given I open the browser and load the url  https://the-internet.herokuapp.com/",""
"passed","Sun Apr 02 17:59:16 WIB 2023","Sun Apr 02 17:59:16 WIB 2023","127","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make GET /api/users/2 API call",""
"passed","Sun Apr 02 05:56:05 WIB 2023","Sun Apr 02 05:56:05 WIB 2023","164","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"skipped","Fri Mar 31 20:47:38 WIB 2023","Fri Mar 31 20:47:38 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 19:11:55 WIB 2023","Fri Mar 31 19:11:55 WIB 2023","0","","form page: test chai form","","","","",""
"passed","Sun Apr 02 08:25:10 WIB 2023","Sun Apr 02 08:25:10 WIB 2023","173","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"broken","Sun Apr 02 06:04:35 WIB 2023","Sun Apr 02 06:04:38 WIB 2023","3308","","form page: test chai form","","","","Then I click submit button",""
"passed","Mon Apr 03 06:12:51 WIB 2023","Mon Apr 03 06:12:51 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Sun Apr 02 17:49:30 WIB 2023","Sun Apr 02 17:49:30 WIB 2023","1","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Fri Mar 31 20:47:36 WIB 2023","Fri Mar 31 20:47:36 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 17:49:32 WIB 2023","Sun Apr 02 17:49:37 WIB 2023","5148","","Test End to End User from resttest: Validate End to End Get Single User","","","","When I perform /api/users/2 user search",""
"passed","Sun Apr 02 06:53:22 WIB 2023","Sun Apr 02 06:53:25 WIB 2023","2759","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Wed Mar 29 17:21:47 WIB 2023","Wed Mar 29 17:21:47 WIB 2023","0","","Home Page: Home page area","","","","",""
"skipped","Mon Apr 03 05:20:25 WIB 2023","Mon Apr 03 05:20:25 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","And I make POST /api/users/2 API call",""
"skipped","Fri Mar 31 20:44:57 WIB 2023","Fri Mar 31 20:44:57 WIB 2023","0","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Fri Mar 31 08:48:47 WIB 2023","Fri Mar 31 08:48:50 WIB 2023","2424","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 08:41:28 WIB 2023","Sun Apr 02 08:41:31 WIB 2023","3125","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Sun Apr 02 06:47:36 WIB 2023","Sun Apr 02 06:47:36 WIB 2023","1","","form page: test chai form","","","","",""
"broken","Wed Mar 29 16:18:38 WIB 2023","Wed Mar 29 16:18:38 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","Given I am on the login page ""http://103.184.181.9/pkb""",""
"passed","Fri Mar 31 19:37:52 WIB 2023","Fri Mar 31 19:37:52 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:24:12 WIB 2023","Fri Mar 31 20:24:22 WIB 2023","10058","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Sun Apr 02 08:28:39 WIB 2023","Sun Apr 02 08:28:39 WIB 2023","30","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 06:20:18 WIB 2023","Sun Apr 02 06:20:18 WIB 2023","29","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Fri Mar 31 20:19:30 WIB 2023","Fri Mar 31 20:19:30 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 07:00:49 WIB 2023","Sun Apr 02 07:00:52 WIB 2023","3127","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Fri Mar 31 20:24:12 WIB 2023","Fri Mar 31 20:24:12 WIB 2023","3","","form page: test chai form","","","","And I click submit button",""
"passed","Sun Apr 02 08:38:00 WIB 2023","Sun Apr 02 08:38:00 WIB 2023","52","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Fri Mar 31 20:30:00 WIB 2023","Fri Mar 31 20:30:02 WIB 2023","2409","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 06:48:01 WIB 2023","Sun Apr 02 06:48:02 WIB 2023","169","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"skipped","Fri Mar 31 19:37:52 WIB 2023","Fri Mar 31 19:37:52 WIB 2023","0","","form page: test chai form","","","","And I click submit button",""
"passed","Fri Mar 31 08:34:52 WIB 2023","Fri Mar 31 08:34:52 WIB 2023","37","","Halaman Pendaftaran Retribusi Kendaraan: As a user, I can log into the secure area","","","","Then I should see a flash message saying Your username is invalid!",""
"broken","Fri Mar 31 20:03:59 WIB 2023","Fri Mar 31 20:03:59 WIB 2023","2","","form page: test chai form","","","","And I click submit button",""
"passed","Fri Mar 31 20:15:12 WIB 2023","Fri Mar 31 20:15:12 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 20:07:23 WIB 2023","Fri Mar 31 20:07:53 WIB 2023","30045","","form page: test chai form","","","","And I select jenis_pengujian 5 and kartu_uji 2",""
"passed","Fri Mar 31 08:51:20 WIB 2023","Fri Mar 31 08:51:20 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 08:40:51 WIB 2023","Sun Apr 02 08:40:51 WIB 2023","1","","form page: test chai form","","","","",""
"skipped","Fri Mar 31 22:31:42 WIB 2023","Fri Mar 31 22:31:42 WIB 2023","0","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 08:41:23 WIB 2023","Sun Apr 02 08:41:28 WIB 2023","5049","","form page: test chai form","","","","Then I click submit button",""
"passed","Fri Mar 31 20:17:59 WIB 2023","Fri Mar 31 20:17:59 WIB 2023","4","","form page: test chai form","","","","And I click submit button",""
"passed","Sun Apr 02 17:31:49 WIB 2023","Sun Apr 02 17:31:54 WIB 2023","5045","","Test End to End User from resttest: Validate End to End Get Single User","","","","Then I validate the search result",""
"passed","Sun Apr 02 06:27:04 WIB 2023","Sun Apr 02 06:27:09 WIB 2023","4158","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 06:20:15 WIB 2023","Sun Apr 02 06:20:18 WIB 2023","2773","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"passed","Sun Apr 02 06:08:25 WIB 2023","Sun Apr 02 06:08:28 WIB 2023","2417","","form page: test chai form","","","","Given I am on the retribusi page ""http://103.184.181.9/retribusi""",""
"skipped","Wed Mar 29 15:49:28 WIB 2023","Wed Mar 29 15:49:28 WIB 2023","1","","The Internet Guinea Pig Website: As a user, I can log into the secure area","","","","When I login with admin and 67b70299781c57297aad37539c02d5c7!",""
"passed","Fri Mar 31 20:30:12 WIB 2023","Fri Mar 31 20:30:12 WIB 2023","3","","form page: test chai form","","","","Then I click submit button",""
"passed","Fri Mar 31 20:30:22 WIB 2023","Fri Mar 31 20:30:22 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Sun Apr 02 06:40:14 WIB 2023","Sun Apr 02 06:40:14 WIB 2023","2","","form page: test chai form","","","","",""
"passed","Fri Mar 31 20:54:31 WIB 2023","Fri Mar 31 20:54:31 WIB 2023","1","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Sun Apr 02 06:32:20 WIB 2023","Sun Apr 02 06:32:20 WIB 2023","30","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
"passed","Sun Apr 02 08:38:00 WIB 2023","Sun Apr 02 08:38:03 WIB 2023","3073","","form page: test chai form","","","","And I select jenis_pengujian 1 and kartu_uji 2",""
"passed","Fri Mar 31 20:25:53 WIB 2023","Fri Mar 31 20:25:53 WIB 2023","2","","form page: test chai form","","","","And I enter nama_pemilik SAMSUL HUDA and alamat SEGODOREJO  RT 02/02 and no_telp -",""
"passed","Fri Mar 31 22:51:59 WIB 2023","Fri Mar 31 22:52:29 WIB 2023","30126","","form page: test chai form","","","","And I select search_category no_uji_kend and enter search no_uji AJ011001123 and press enter",""
"passed","Fri Mar 31 19:33:25 WIB 2023","Fri Mar 31 19:33:25 WIB 2023","1","","form page: test chai form","","","","",""
"passed","Mon Apr 03 06:07:35 WIB 2023","Mon Apr 03 06:07:35 WIB 2023","0","","Test End to End User from resttest: Validate End to End Get Single User","","","","",""
"passed","Sun Apr 02 05:54:02 WIB 2023","Sun Apr 02 05:54:02 WIB 2023","178","","form page: test chai form","","","","When I enter no_uji AJ011001123 and no_kendaraan S 8001 UW and no_mesin 14B1743536 and no_chasis BU4340006934 and jbb 7500",""
"passed","Sun Apr 02 06:54:57 WIB 2023","Sun Apr 02 06:54:57 WIB 2023","29","","form page: test chai form","","","","And I select jenis_kendaraan 5",""
